SITC Revision 2 Product Code,SITC Revision 2 Product Description,BEC Product Code,BEC Product Description
0913,"Lard,other pig fat & poultry,rendered/solvent-ext.",122,Mainly for household consumption
09141,Margarine,122,Mainly for household consumption
09149,Imitation lard & other prepated edible fats n.e.s.,122,Mainly for household consumption
09801,Homogenized composite food preparations,122,Mainly for household consumption
09802,"Extracts,essences or concentrates of tea or mate",122,Mainly for household consumption
09803,Mustard flour and prepared mustard,122,Mainly for household consumption
09804,Sauces;mixed condiments and mixed seasonings,122,Mainly for household consumption
09805,"Soups and broths,in liquid,solid or powder form",122,Mainly for household consumption
09807,Vinegar and substitutes for vinegar,122,Mainly for household consumption
09809,"Food preparations,n.e.s.",122,Mainly for household consumption
11101,Waters (includ.spa & aerated waters);ice and snow,122,Mainly for household consumption
11102,"Lemonade,flavoured spa waters & flavoured waters .",122,Mainly for household consumption
11212,Wine of fresh grapes;grape must,122,Mainly for household consumption
11213,Vermouths & other wines of fresh grapes flavoured,122,Mainly for household consumption
1122,"Other fermented beverages n.e.s (cider,perry mead)",122,Mainly for household consumption
1123,"Beer made from malt (includ.ale,stout and porter)",122,Mainly for household consumption
11241,Whisky,122,Mainly for household consumption
11242,Spirits obtained by distilling wine or grape marc,122,Mainly for household consumption
11249,"Spirits and distilled alcoholic beverages,n.e.s.",122,Mainly for household consumption
4235,Olive oil,122,Mainly for household consumption
4236,Sunflower seed oil,122,Mainly for household consumption
42392,Sesame (sesamum)oil,122,Mainly for household consumption
33411,"Motor spirit,including aviation spirit",321,Motor spirit
24502,Wood charcoal(incl.shell & nut char.)agglomer./not,322,Other
32311,Briquet.ovoids & sim.solid fuels manufac.from coal,322,Other
32312,Lignite agglomerated,322,Other
32313,Peat agglomerated,322,Other
32321,"Coke & semi-coke of coal,whether/not agglomerated",322,Other
32322,Coke and semi-coke of lignite or of peat,322,Other
33412,Spirit type (gasoline type) jet fuel,322,Other
33419,Other light petrol.oils & from bituminous minerals,322,Other
33421,Kerosene (including kerosene type jet fuel),322,Other
33429,Other medium petrol.oils & from bitumin. minerals,322,Other
3343,Gas oils,322,Other
3344,"Fuel oils,n.e.s.",322,Other
33451,Lubricating petrol.oils & other heavy petrol.oils,322,Other
33452,Lubricating preparations,322,Other
34131,Liquefied propane and butane,322,Other
34139,"Liquefied gaseous hydrocarbons,n.e.s.",322,Other
3510,Electric current,322,Other
7821,Motor vehicles for transport of goods/materials,521,Industrial
7822,Special purpose motor lorries and vans,521,Industrial
7831,Public-service type passenger motor vehicles etc.,521,Industrial
7832,Road tractors and semi-trailers,521,Industrial
78612,Trailers & semi-trailers for transport of goods,521,Industrial
78613,"Containers, spec.designed for carriage",521,Industrial
78681,"Other vehicles,not mechanically propelled",521,Industrial
7911,"Rail locomotives,electric",521,Industrial
7912,Other rail locomotives; tenders,521,Industrial
7913,"Railway & tramway coaches,vans,trucks etc.",521,Industrial
7914,Railway & tramway passenger coaches & luggage vans,521,Industrial
79151,"Rail&tramway rolling stock,workshops,cranes etc.",521,Industrial
79152,"Rail&tramway goods vans,wagons and trucks",521,Industrial
7921,Helicopters,521,Industrial
7923,Aircraft not exceeding an unladen weight 15000 kg,521,Industrial
7924,Aircraft exceeding an unladen weight of 15000 kg,521,Industrial
79282,Balloons and airships,521,Industrial
79322,Tankers of all kinds,521,Industrial
79323,Other vessels for the transport of goods,521,Industrial
79324,"Trawlers and other fishing vessels,factory ships",521,Industrial
79328,"Ships,boats and other vessels,n.e.s.",521,Industrial
79381,Vessels specially designed for towing,521,Industrial
71331,Int.combustion piston engines for outboard prop.,522,Non-industrial
7851,"Motorcycles,auto-cycles and cycles with an aux.mot",522,Non-industrial
7852,"Cyles,not motorized",522,Non-industrial
78531,"Invalid cariages,motorized or not",522,Non-industrial
78611,Trailers & semi-trailers of the caravan type,522,Non-industrial
7922,Aircraft not exceeding an unladen weight 2000 kg,522,Non-industrial
79281,Aircraft not fitted with means of propulsion,522,Non-industrial
79321,Yachts & other vessels for pleasure or sports,522,Non-industrial
