HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
845420,Ingot moulds & ladles used in metallurgy or met,3321,"Cast iron products, not malleable"
845430,Casting machines used in metallurgy or metal fo,3542,"Machine tools, metal-forming, and parts, nspf"
845490,Pts of converters/ladles/ingot moulds&casting m,3542,"Machine tools, metal-forming, and parts, nspf"
845510,"Tube mills, metal rolling",3547,"Rolling mill machinery, and parts, nspf"
845521,Hot or combination hot & cold metal rolling mil,3547,"Rolling mill machinery, and parts, nspf"
845522,Cold metal rolling mills,3547,"Rolling mill machinery, and parts, nspf"
845530,Rolls for metal rolling mills,3321,"Cast iron products, not malleable"
845590,Parts of metal rolling mills & rolls,3547,"Rolling mill machinery, and parts, nspf"
845610,Mach-tls for work any mat by rem of mat optd by,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
845620,Mach-tls for work any mat by rem of mat optd by,3541,"Machine tools, metal-cutting, and parts, nspf"
845630,Mach-tls for work any mat by rem of mat optd by,3541,"Machine tools, metal-cutting, and parts, nspf"
845690,Mach-tls for work any mat by rem of mat optd by,3541,"Machine tools, metal-cutting, and parts, nspf"
845710,"Machining centres, for working metal",3541,"Machine tools, metal-cutting, and parts, nspf"
845720,Unit construction machines (single sta) for wor,3541,"Machine tools, metal-cutting, and parts, nspf"
845730,Multi-station transfer machines for working met,3541,"Machine tools, metal-cutting, and parts, nspf"
845811,Horizontal lathes numerically controlled for re,3541,"Machine tools, metal-cutting, and parts, nspf"
845819,Horizontal lathes nes for removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
845891,Lathes nes numerically controlled for removing,3541,"Machine tools, metal-cutting, and parts, nspf"
845899,Lathes nes for removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
845910,Way-type unit head mches for removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
845921,Drilling mches nes; numerically controlled for,3541,"Machine tools, metal-cutting, and parts, nspf"
845929,"Drilling mches nes, for removing metal",3541,"Machine tools, metal-cutting, and parts, nspf"
845931,"Boring-milling mches nes, numerically controlle",3541,"Machine tools, metal-cutting, and parts, nspf"
845939,Boring-milling mches nes for removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
845940,Boring machines nes for removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
845951,"Milling mach, knee-type numerically controlled",3541,"Machine tools, metal-cutting, and parts, nspf"
845959,"Milling mach, knee-type nes for removing metal",3541,"Machine tools, metal-cutting, and parts, nspf"
845961,"Milling machines nes, numerically controlled fo",3541,"Machine tools, metal-cutting, and parts, nspf"
845969,"Milling machines nes, for removing metal",3541,"Machine tools, metal-cutting, and parts, nspf"
845970,Threading or tapping machines nes for removing,3541,"Machine tools, metal-cutting, and parts, nspf"
846011,Fl-surf grinding mach where the pos of one axis,3541,"Machine tools, metal-cutting, and parts, nspf"
846019,Fl-surf grinding mach where the pos of one axis,3541,"Machine tools, metal-cutting, and parts, nspf"
846021,Grinding mach where pos of one axis to an acc t,3541,"Machine tools, metal-cutting, and parts, nspf"
846029,Grinding mach where pos of one axis to an acc t,3541,"Machine tools, metal-cutting, and parts, nspf"
846031,Sharpening (tool or cutter grinding) mach n/c f,3541,"Machine tools, metal-cutting, and parts, nspf"
846039,Sharpening (tool or cutter grinding) mach nes f,3541,"Machine tools, metal-cutting, and parts, nspf"
846040,Honing or lapping machines for removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
846090,Mach-tools for deburring polishing etc for fin,3541,"Machine tools, metal-cutting, and parts, nspf"
846110,Planing machines by removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
846120,Shaping or slotting machines by removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
846130,Broaching machines by removing metal,3541,"Machine tools, metal-cutting, and parts, nspf"
846140,"Gear cutting, gear grinding or gear finishing m",3541,"Machine tools, metal-cutting, and parts, nspf"
846150,Sawing or cutting-off machines by removing meta,3541,"Machine tools, metal-cutting, and parts, nspf"
846190,Filing or engraving mach(o/t those of hdg 84.59,3541,"Machine tools, metal-cutting, and parts, nspf"
846210,Forging or die-stamping mach (inc presses) and,3542,"Machine tools, metal-forming, and parts, nspf"
846221,Bending folding stgting or flattening mach (inc,3542,"Machine tools, metal-forming, and parts, nspf"
846229,Bending/folding/stgting or flattening mach (inc,3542,"Machine tools, metal-forming, and parts, nspf"
846231,Shearing mach (inc presses) o/t combined punch/,3542,"Machine tools, metal-forming, and parts, nspf"
846239,Shearing mach (inc presses) o/t combined pnnch/,3542,"Machine tools, metal-forming, and parts, nspf"
846241,Punching/notching mach including comb punch/she,3542,"Machine tools, metal-forming, and parts, nspf"
846249,Punching/notching mach including comb punch/she,3542,"Machine tools, metal-forming, and parts, nspf"
846291,Hydraulic presses for working metal,3542,"Machine tools, metal-forming, and parts, nspf"
846299,Presses nes for working metal,3542,"Machine tools, metal-forming, and parts, nspf"
846310,Draw-benches for bars/tubes/profiles wire or th,3542,"Machine tools, metal-forming, and parts, nspf"
846320,Thread rolling machines for working metal,3542,"Machine tools, metal-forming, and parts, nspf"
846330,Machines for working metal wire,3542,"Machine tools, metal-forming, and parts, nspf"
846390,Mach-tls for wrkg mtl/sntrd mtl carbd or cermet,3542,"Machine tools, metal-forming, and parts, nspf"
846410,Sawing mach for wrkg stone/ceram/concr/asb/ceme,3569,"General industrial machinery and equipment, and parts, nspf"
846420,Grindg/polish mach for wrkg ston/ceram/concr/as,3569,"General industrial machinery and equipment, and parts, nspf"
846490,Mach-tls for wrkg ston/ceram/concr/asb-cement e,3559,"Special industry machinery, nspf, and parts, nspf"
846510,Mach which can c/o diff typ of mach op w/o tl c,3553,"Woodworking machinery, and parts, nspf"
846591,Sawing machines for working wood/cork/ bone/har,3553,"Woodworking machinery, and parts, nspf"
846592,Planing/milling or moulding (by cutting) mach f,3553,"Woodworking machinery, and parts, nspf"
846593,Grinding/sanding or polishing mach for working,3553,"Woodworking machinery, and parts, nspf"
846594,Bending or assy mach for wrkg wood/cork/ bone/h,3553,"Woodworking machinery, and parts, nspf"
846595,Drilling or morticing mach for wrkg wood /cork/,3553,"Woodworking machinery, and parts, nspf"
846596,Splitting/slicing or paring mach for wrkg wood/,3553,"Woodworking machinery, and parts, nspf"
846599,Mach-tls for working wod/crk/bne/hrd rubber/hrd,3553,"Woodworking machinery, and parts, nspf"
846610,Tool holders and self-opening dieheads for use,3544,"Special dies, tools, jigs, and fixtures"
846620,Work holders for use with mach of hdg 84.56 to,3544,"Special dies, tools, jigs, and fixtures"
846630,Dividg heads & other spec attach for mch for us,3544,"Special dies, tools, jigs, and fixtures"
846691,Parts and accessories nes for use on machines o,3569,"General industrial machinery and equipment, and parts, nspf"
846692,Parts and accessories nes for use on machines o,3553,"Woodworking machinery, and parts, nspf"
846693,Parts and accessories nes for use on machines o,3541,"Machine tools, metal-cutting, and parts, nspf"
846694,Parts and accessories nes for use on machines o,3542,"Machine tools, metal-forming, and parts, nspf"
846711,"Tools for working in the hand, pneumatic rotary",3532,"Mining machinery and equipment, nec, and parts, nspf"
846719,"Tools for working in the hand, pneumatic type n",3531,"Construction machinery, and parts, nspf"
846781,Chain saws,3546,"Power driven hand tools, and parts, nspf"
846789,Tools for working in the hand with self-contain,3524,"Lawn and garden equipment, and parts, nspf"
846791,Chain saw parts,3546,"Power driven hand tools, and parts, nspf"
846792,Pneumatic hand tool parts,3546,"Power driven hand tools, and parts, nspf"
846799,"Hand tools nes, parts of",3546,"Power driven hand tools, and parts, nspf"
846810,"Torches, hand-held, for soldering, brazing or w",3548,"Welding apparatus, and parts, nspf"
846820,Gas-operated machinery for welding nes,3548,"Welding apparatus, and parts, nspf"
846880,Welding machinery not gas-operated,3548,"Welding apparatus, and parts, nspf"
846890,Welding machinery parts,3548,"Welding apparatus, and parts, nspf"
846910,Automatic typewriters and word-processing machi,3579,"Office machines, nspf, and parts, nspf"
846921,"Typewriters, electric, weighing not more than 1",3579,"Office machines, nspf, and parts, nspf"
846929,"Typewriters, electric, nes",3579,"Office machines, nspf, and parts, nspf"
846931,"Typewriters, non-electric, weighing not more th",3579,"Office machines, nspf, and parts, nspf"
846939,"Typewriters, non-electric, nes",3579,"Office machines, nspf, and parts, nspf"
847010,Electronic calculators capable of oper without,3578,"Calculating and accounting machines, and parts, nspf"
847021,"Electronic calculating machines, incorporating",3578,"Calculating and accounting machines, and parts, nspf"
847029,"Electronic calculating machines, nes",3578,"Calculating and accounting machines, and parts, nspf"
847030,"Calculating machines, nes",3578,"Calculating and accounting machines, and parts, nspf"
847040,Accounting machines,3578,"Calculating and accounting machines, and parts, nspf"
847050,Cash registers,3578,"Calculating and accounting machines, and parts, nspf"
847090,Postage franking mchy ticket-issuing mchy etc i,3579,"Office machines, nspf, and parts, nspf"
847110,Analogue or hybrid automatic data processing ma,3571,"Computers, and parts, nspf"
847120,Digital auto data process mach cntg in the same,3571,"Computers, and parts, nspf"
847191,Digital process units whether or not presented,3571,"Computers, and parts, nspf"
847192,"Input or output units, whether or not presented",3577,"Computer peripheral equipment, nspf, and parts, nspf"
847193,"Storage units, whether or not presented with th",3572,"Computer storage devices, and parts, nspf"
847199,Automatic data processing machines and units th,3571,"Computers, and parts, nspf"
847210,Office duplicating machines,3579,"Office machines, nspf, and parts, nspf"
847220,Addressing machines and address plate embossing,3579,"Office machines, nspf, and parts, nspf"
847230,Mchy for sorting or folding mail etc & mchy for,3579,"Office machines, nspf, and parts, nspf"
847290,"Office machines, nes",3578,"Calculating and accounting machines, and parts, nspf"
847310,Parts and accessories of typewriters and word-p,3579,"Office machines, nspf, and parts, nspf"
847321,Parts and accessories of electronic calculating,3579,"Office machines, nspf, and parts, nspf"
847329,Parts and accessories of calculating & accounti,3579,"Office machines, nspf, and parts, nspf"
847330,Parts and accessories of automatic data process,3571,"Computers, and parts, nspf"
847340,"Parts and accessories of other office machines,",3579,"Office machines, nspf, and parts, nspf"
847410,Sorting/screening/separating or washing mach fo,3531,"Construction machinery, and parts, nspf"
847420,Crushing/grinding machines for earth/ stone/ore,3531,"Construction machinery, and parts, nspf"
847431,Concrete or mortar mixers,3531,"Construction machinery, and parts, nspf"
847432,Machines for mixing mineral substances with bit,3531,"Construction machinery, and parts, nspf"
847439,Mixing or kneading machines nes for earth or ot,3531,"Construction machinery, and parts, nspf"
847480,"Mach for agglomerating minerals fuels,mach for",3531,"Construction machinery, and parts, nspf"
847490,Pts of sorting/screening/mixing/crushing/grindi,3532,"Mining machinery and equipment, nec, and parts, nspf"
847510,"Mach for assembling electric lamps, tubes, flas",3569,"General industrial machinery and equipment, and parts, nspf"
847520,Machines for manufacturing or hot working glass,3569,"General industrial machinery and equipment, and parts, nspf"
847590,Parts of glass working machines,3569,"General industrial machinery and equipment, and parts, nspf"
847611,Automatic gds-vending mach incorporating heatin,3581,"Automatic vending machines, and parts, nspf"
847619,"Automatic goods-vending machines, nes",3581,"Automatic vending machines, and parts, nspf"
847690,Parts of automatic goods-vending machine,3581,"Automatic vending machines, and parts, nspf"
847710,Injection-moulding machines for working rubber,3559,"Special industry machinery, nspf, and parts, nspf"
847720,Extruders for working rubber or plastics nes,3559,"Special industry machinery, nspf, and parts, nspf"
847730,Blow moulding machines for working rubber or pl,3559,"Special industry machinery, nspf, and parts, nspf"
847740,Vacuum mld mach & other thermoforming mach to w,3559,"Special industry machinery, nspf, and parts, nspf"
847751,Mach for moulding/retreading pneu tires or to m,3559,"Special industry machinery, nspf, and parts, nspf"
847759,Mach for moulding or otherwise forming rubber o,3559,"Special industry machinery, nspf, and parts, nspf"
847780,Mach for working rubber or plastics or for the,3559,"Special industry machinery, nspf, and parts, nspf"
847790,Pts of mach for wrkg rubber or plas or for the,3559,"Special industry machinery, nspf, and parts, nspf"
847810,Machinery for preparing or making up tobacco ne,3569,"General industrial machinery and equipment, and parts, nspf"
847890,Parts of machinery for preparing or making up t,3569,"General industrial machinery and equipment, and parts, nspf"
847910,"Mach for public works,building or the like,nes",3531,"Construction machinery, and parts, nspf"
847920,Mach for the extraction/prep of animal/ fixed f,3556,"Food products machinery, and parts, nspf"
847930,Press for the mfr of part/fib board or for trea,3553,"Woodworking machinery, and parts, nspf"
847940,"Rope or cable-making machines, nes having indiv",3542,"Machine tools, metal-forming, and parts, nspf"
847981,Mach for treating mtl inc electric wire coil-wi,3569,"General industrial machinery and equipment, and parts, nspf"
847982,Mach for mixing/kneading/crushing/grinding etc,3569,"General industrial machinery and equipment, and parts, nspf"
847989,Machines & mechanical appliances nes having ind,3533,"Oil and gas field machinery and equipment, and parts"
847990,Parts of machines & mechanical appliances nes h,3531,"Construction machinery, and parts, nspf"
848010,"Boxes, moulding, for metal foundry",3544,"Special dies, tools, jigs, and fixtures"
848020,"Bases, mould",3544,"Special dies, tools, jigs, and fixtures"
848030,"Patterns, moulding",3543,Industrial patterns
848041,"Moulds, injection or compression types, for met",3544,"Special dies, tools, jigs, and fixtures"
848049,"Moulds for metal or metal carbides, nes",3544,"Special dies, tools, jigs, and fixtures"
848050,Moulds for glass,3544,"Special dies, tools, jigs, and fixtures"
848060,Moulds for mineral materials,3544,"Special dies, tools, jigs, and fixtures"
848071,"Moulds, injection or compression types, for rub",3544,"Special dies, tools, jigs, and fixtures"
848079,"Moulds for rubber or plastics, nes",3544,"Special dies, tools, jigs, and fixtures"
848110,"Valves, pressure reducing",3494,"Valves and pipe fittings, nspf"
848120,Valves for oleohydraulic or pneumatic transmiss,3492,Fluid power valves and hose fittings
848130,"Valves, check",3494,"Valves and pipe fittings, nspf"
848140,"Valves, safety or relief",3494,"Valves and pipe fittings, nspf"
848180,"Taps, cocks, valves and similar appliances, nes",3432,Plumbing fixture fittings and brass goods
848190,"Parts of taps, cocks, valves or similar applian",3492,Fluid power valves and hose fittings
848210,"Bearings, ball",3562,"Ball and roller bearings, and parts, nspf"
848220,"Bearings, tapered roller, including cone and ta",3562,"Ball and roller bearings, and parts, nspf"
848230,"Bearings, spherical roller",3562,"Ball and roller bearings, and parts, nspf"
848240,"Bearings, needle roller",3562,"Ball and roller bearings, and parts, nspf"
848250,"Bearings, cylindrical roller, nes",3562,"Ball and roller bearings, and parts, nspf"
848280,"Bearings, ball or roller, nes, including combin",3562,"Ball and roller bearings, and parts, nspf"
848291,"Balls, needles and rollers for bearings",3562,"Ball and roller bearings, and parts, nspf"
848299,"Bearing parts, nes",3562,"Ball and roller bearings, and parts, nspf"
848310,"Transmission shafts and cranks, including cam s",3568,"Mechanical power transmission equipment, nspf, and parts, nspf"
848320,"Bearing housings, incorporating ball or roller",3562,"Ball and roller bearings, and parts, nspf"
848330,"Bearing housings,not incorporating ball/roller",3562,"Ball and roller bearings, and parts, nspf"
848340,"Gears and gearing,ball screws,gear boxes,speed",3566,"Speed changers, drives, and gears, and parts, nspf"
848350,"Flywheels and pulleys, including pulley blocks",3714,"Motor vehicle parts and accessories, nspf"
848360,Clutches and shaft couplings (including univers,3568,"Mechanical power transmission equipment, nspf, and parts, nspf"
848390,Parts of power transmission equipment or oth gd,3562,"Ball and roller bearings, and parts, nspf"
848410,Gaskets of metal sheeting combined with other m,3053,"Gaskets, washers and seals"
848490,Gasket sets consisting of gaskets of different,3053,"Gaskets, washers and seals"
848510,Ships' or boats propellers and blades therefor,3599,"Machinery, except electrical, nspf, and parts, nspf"
848590,"Machinery parts, non-electrical, nes",3599,"Machinery, except electrical, nspf, and parts, nspf"
850110,Electric motors of an output not exceeding 37.5,3621,"Motors and generators, and parts, nspf"
850120,Universal AC/DC motors of an output exceeding 3,3621,"Motors and generators, and parts, nspf"
850131,"DC motors, DC generators, of an output not exce",3621,"Motors and generators, and parts, nspf"
850132,"DC motors,DC generators,of an output exceeding",3621,"Motors and generators, and parts, nspf"
850133,"DC motors,DC generators,of an output exceeding",3621,"Motors and generators, and parts, nspf"
850134,"DC motors, DC generators, of an output exceedin",3621,"Motors and generators, and parts, nspf"
850140,"AC motors, single-phase, nes",3566,"Speed changers, drives, and gears, and parts, nspf"
850151,"AC motors, multi-phase, of an output not exceed",3566,"Speed changers, drives, and gears, and parts, nspf"
850152,"AC motors, multi-phase, of an output exceeding",3621,"Motors and generators, and parts, nspf"
850153,"AC motors, multi-phase, of an output exceeding",3621,"Motors and generators, and parts, nspf"
850161,"AC generators (alternators), of an output not e",3621,"Motors and generators, and parts, nspf"
850162,"AC generators, of an output exceeding 75 KVA bu",3621,"Motors and generators, and parts, nspf"
850163,"AC generators, of an output exceeding 375 KVA b",3621,"Motors and generators, and parts, nspf"
850164,"AC generators, of an output exceeding 750 KVA",3621,"Motors and generators, and parts, nspf"
850211,"Generating sets,diesel or semi-diesel engines,o",3621,"Motors and generators, and parts, nspf"
850212,"Generating sets,diesel or semi-diesel exceeding",3621,"Motors and generators, and parts, nspf"
850213,"Generating sets,diesel or semi-diesel engines,o",3621,"Motors and generators, and parts, nspf"
850220,Generating sets with spark-ignition internal co,3621,"Motors and generators, and parts, nspf"
850230,"Electric generating sets, nes",3511,Turbines and turbine generator sets
850240,Electric rotary converters,3621,"Motors and generators, and parts, nspf"
850300,"Parts of electric motors,generators,generating",3621,"Motors and generators, and parts, nspf"
850410,Ballasts for discharge lamps or tubes,3612,"Transformers, and parts, nspf"
850421,Liquid dielectric transformers having a power h,3612,"Transformers, and parts, nspf"
850422,Liq dielectric transf having a power handling c,3612,"Transformers, and parts, nspf"
850423,Liq dielectric transf having a power handling c,3612,"Transformers, and parts, nspf"
850431,Transformers electric power handling capacity n,3677,Electronic coils and transformers
850432,Transformers electric power handling capacity >,3677,Electronic coils and transformers
850433,Transformers electric power handling capacity >,3612,"Transformers, and parts, nspf"
850434,Transformers electric having a power handling c,3612,"Transformers, and parts, nspf"
850440,"Static converters, nes",3679,"Electronic components, nspf"
850450,"Inductors, electric",3677,Electronic coils and transformers
850490,"Parts of electrical transformers, static conver",3264,Porcelain electrical and electronic supplies
850511,Permanent magnets and art. intended to become p,3499,"Fabricated metal products, nspf"
850519,Permanent magnets and articles intended to beco,3264,Porcelain electrical and electronic supplies
850520,"Electro-magnetic couplings, clutches and brakes",3625,"Relays and industrial controls, and parts, nspf"
850530,Electro-magnetic lifting heads,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
850590,Electro-magnets nes and parts of heading No 85.,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
850611,Manganese dioxide primary cells&batt of an exte,3692,"Primary batteries, and parts, nspf"
850612,Mercuric oxide primary cells & batteries of an,3692,"Primary batteries, and parts, nspf"
850613,Silver oxide primary cells&batteries of an exte,3692,"Primary batteries, and parts, nspf"
850619,Primary cells and primary batteries of an exter,3692,"Primary batteries, and parts, nspf"
850620,Primary cells and primary batteries of an exter,3692,"Primary batteries, and parts, nspf"
850690,Parts of primary cells and primary batteries,3692,"Primary batteries, and parts, nspf"
850710,Lead-acid electric accumulators of a kind used,3691,"Storage batteries, and parts, nspf"
850720,Lead-acid electric accumulators nes,3691,"Storage batteries, and parts, nspf"
850730,Nickel-cadmium electric accumulators,3691,"Storage batteries, and parts, nspf"
850740,Nickel-iron electric accumultors,3691,"Storage batteries, and parts, nspf"
850780,"Electric accumulators, nes",3691,"Storage batteries, and parts, nspf"
850790,"Parts of electric accumulators, including separ",3691,"Storage batteries, and parts, nspf"
850810,"Drills, hand-held, with self-contained electric",3546,"Power driven hand tools, and parts, nspf"
850820,"Saws, hand-held, with self-contained electric m",3546,"Power driven hand tools, and parts, nspf"
850880,"Tools, nes, hand-held, with self-contained elec",3524,"Lawn and garden equipment, and parts, nspf"
850890,Parts of hand tools with self-contained electri,3546,"Power driven hand tools, and parts, nspf"
850910,Domestic vacuum cleaners,3635,"Vacuum cleaners, except industrial, and parts, nspf"
850920,Domestic floor polishers,3639,"Household appliances, nspf, and parts, nspf"
850930,Domestic kitchen waste disposers,3639,"Household appliances, nspf, and parts, nspf"
850940,Domestic food grinders and mixers; fruit or veg,3634,"Electric housewares and fans, nspf"
850980,"Electro-mechanical domestic appliances,with sel",3634,"Electric housewares and fans, nspf"
850990,Parts of electro-mech dom appliances with self-,3635,"Vacuum cleaners, except industrial, and parts, nspf"
851010,"Shavers, with self-contained electric motor",3634,"Electric housewares and fans, nspf"
851020,"Hair clippers, with self-contained electric mot",3999,"Manufactured articles, nspf"
851090,"Parts of shavers and hair clippers, with self-c",3634,"Electric housewares and fans, nspf"
851110,Spark plugs,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851120,"Ignition magnetos, magneto-generators and magne",3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851130,Distributors and ignition coils,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851140,Starter motors,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851150,Generators and alternators,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851180,Glow plugs and other ignition or starting equip,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851190,Parts of electrical ignition or starting equipm,3694,"Electrical starting and ignition equipment for internal combustion engines, and parts, nspf"
851210,Lighting or signalling equipment of a kind used,3647,Vehicular lighting equipment
851220,Lighting or visual signalling equipment nes,3647,Vehicular lighting equipment
851230,Sound signalling equipment,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
851240,"Windscreen wipes, defrosters and demisters",3714,"Motor vehicle parts and accessories, nspf"
851290,"Parts of electrical lighting, signalling and de",3647,Vehicular lighting equipment
851310,Portable electric lamps designed to function by,3648,"Lighting equipment, nspf, and parts, nspf"
851390,Parts of portable elect lamps designed to funct,3648,"Lighting equipment, nspf, and parts, nspf"
851410,Industrial & laboratory electric resistance hea,3567,"Industrial furnaces and ovens, and parts, nspf"
851420,Industrial&laboratory electric induction or die,3567,"Industrial furnaces and ovens, and parts, nspf"
851430,Industrial & laboratory electric furnaces & ove,3567,"Industrial furnaces and ovens, and parts, nspf"
851440,Industrial&laboratory electric induction or die,3567,"Industrial furnaces and ovens, and parts, nspf"
851490,Parts of industrial or laboratory electric furn,3567,"Industrial furnaces and ovens, and parts, nspf"
851511,Electric soldering irons & guns,3423,"Hand and edge tools, except machine tools and hand saws"
851519,Electric brazing or soldering machines and appa,3423,"Hand and edge tools, except machine tools and hand saws"
851521,Electric mach/app for resistance welding of met,3548,"Welding apparatus, and parts, nspf"
851529,Electric mach/app for resistance welding of met,3548,"Welding apparatus, and parts, nspf"
851531,Elec mach&app for arc (inc plasma arc) welding,3548,"Welding apparatus, and parts, nspf"
851539,Electric mach/app for arc (inc plasma arc) weld,3548,"Welding apparatus, and parts, nspf"
851580,Electric/laser/ultrasonic mach for weld/cut nes,3548,"Welding apparatus, and parts, nspf"
851590,Pts of electric/laser/ultrasonic mach for weld/,3548,"Welding apparatus, and parts, nspf"
851610,Electric instantaneous or storage water heaters,3639,"Household appliances, nspf, and parts, nspf"
851621,"Electric space heating apparatus, having storag",3634,"Electric housewares and fans, nspf"
851629,Electric space heating apparatus and electric s,3634,"Electric housewares and fans, nspf"
851631,Electro-thermic hair dryers,3634,"Electric housewares and fans, nspf"
851632,"Electro-thermic hair-dressing apparatus, nes",3634,"Electric housewares and fans, nspf"
851633,Electro-thermic hand-drying apparatus,3634,"Electric housewares and fans, nspf"
851640,Electric smoothing irons,3634,"Electric housewares and fans, nspf"
851650,Microwave ovens,3631,"Household ovens, ranges, cooking units, equipment, except electric"
851660,"Ovens; cookers,cooking plates,boiling rings,gri",3631,"Household ovens, ranges, cooking units, equipment, except electric"
851671,"Electro-thermic coffee or tea makers, domestic,",3634,"Electric housewares and fans, nspf"
851672,"Electro-thermic toasters, domestic",3634,"Electric housewares and fans, nspf"
851679,"Electro-thermic appliances, domestic, nes",3634,"Electric housewares and fans, nspf"
851680,Electric heating resistors,3699,"Electrical equipment and supplies, nspf, and parts, nspf"
851690,Parts of electro-thermic apparatus of heading N,3631,"Household ovens, ranges, cooking units, equipment, except electric"
851710,Telephone sets,3661,"Telephone and telegraph apparatus, and parts, nspf"
851720,Teleprinters,3577,"Computer peripheral equipment, nspf, and parts, nspf"
851730,Telephonic or telegraphic switching apparatus,3661,"Telephone and telegraph apparatus, and parts, nspf"
851740,"Apparatus, for carrier-current line systems, ne",3661,"Telephone and telegraph apparatus, and parts, nspf"
851781,"Telephonic apparatus, nes",3661,"Telephone and telegraph apparatus, and parts, nspf"
851782,"Telegraphic apparatus, nes",3661,"Telephone and telegraph apparatus, and parts, nspf"
851790,Parts of electrical apparatus for line telephon,3661,"Telephone and telegraph apparatus, and parts, nspf"
851810,Microphones and stands therefor,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851821,"Single loudspeakers, mounted in the same enclos",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851822,"Multiple loudspeakers, mounted in the same encl",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851829,"Loudspeakers, nes",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851830,"Headphones, earphones and combined microphone/s",3661,"Telephone and telegraph apparatus, and parts, nspf"
851840,Audio-frequency electric amplifiers,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851850,Electric sound amplifier sets,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851890,"Parts of microphones,loudspeakers,headphones,ea",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851910,Coin or disc-operated record-players,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851921,"Record-players without loudspeaker, nes",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851929,"Record-players, nes",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851931,Turntables with automatic record changing mecha,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851939,"Turntables, nes",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851940,Transcribing machines,3579,"Office machines, nspf, and parts, nspf"
851991,"Sound reproducing apparatus,cassette type,not i",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
851999,"Sound reproducing apparatus, not incorporating",3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852010,Dictating mach not capable of operating without,3579,"Office machines, nspf, and parts, nspf"
852020,Telephone answering machines,3661,"Telephone and telegraph apparatus, and parts, nspf"
852031,Magnetic tape rec incorporating sound reproduci,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852039,Magnetic tape recorders incorporating sound rep,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852090,Magnetic tape recorders and other sound recordi,3579,"Office machines, nspf, and parts, nspf"
852110,Video recording or reproducing apparatus magnet,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852190,Video recording or reproducing apparatus nes,3651,"Radio and tv receiving sets, phonographs, record players record changers, turntables, and audio equipment, nspf"
852210,Pick-up cartridges,3679,"Electronic components, nspf"
852290,Parts and accessories of apparatus of heading N,3579,"Office machines, nspf, and parts, nspf"
852311,"Unrecorded magnetic tapes, of a width not excee",3695,Recording media
852312,"Unrecorded magnetic tapes,of a width exceeding",3695,Recording media
852313,"Unrecorded magnetic tapes, of a width exceeding",3695,Recording media
852320,Unrecorded magnetic discs,3695,Recording media
852390,Prepared unrecorded media for sound recording o,3695,Recording media
852410,Recorded gramophone records,3652,"Phonograph records; pre-recorded magnetic tapes or wires master records, or metal matrices"
852421,"Recorded magnetic tapes, of a width not exceedi",3652,"Phonograph records; pre-recorded magnetic tapes or wires master records, or metal matrices"
